id,collection,dc:title,dc:description,dc:format,dcat.Distribution.downloadURL,dc:source,foaf:homePage,dct:SizeOrDuration,dc:relation,dc.relation.uri
+,123456789/293169,System_MAIS,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmZzTmUecqwkSSTZ8igQhLZTq8qpgGk3pXqXtCE1MP2hkG,LOD Laundromat,https://github.com/LOD-Laundromat,12480,System_MAIS|System_MAIS|System_MAIS|System_MAIS|System_MAIS|System_MAIS|System_MAIS|System_MAIS|System_MAIS,QmNeNVNNK8dFAFD1wwcFRJbUe6hSdNW8gFczS9gsPGHYiC|QmW9uzar3NkTq3W9YdxCRic3nV83dRoC3EH67cFin6kjFJ|QmQxm8NW76nqBKjXPshRiVAvuGuKqf8RV4dC5pEX2hhkvY|QmSuJuUs6ZYi335PJV3pPfziMare9gB6NjhyYuwpvxhNKd|QmUnCQPp7ntwDdXqAbyhgy56yHGbczxSsFa33HpQ7zNn7h|QmNMijnMnzedQEctoPUfZYBUYnPaCVR6zf9af1SxhWrHce|QmceUxEiwoaTGXYLhMiGfYbpmnhiAa3Lk1FsjF9JYHgzWS|QmXhXY9qsboajA8CUG49NJSjgrq6pwmojj6Sd1Jb9a95b7|QmTDP7ypw5Cz91d6dPVgu48G9igHRfszXvLWURPSX4ZJSt
+,123456789/293169,System_C8480,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmVmDpuz9z6sd9jMw5J6XGc6EGApGJBxmxbQpe7a7rGGXC,LOD Laundromat,https://github.com/LOD-Laundromat,6175,System_C8480|System_C8480|System_C8480,QmSVhwMXDRhUxdEQardiWAJkeKkFVvH7S8bkH1u7C95hjt|QmQEBea2sQ74153xrZmj9g2gaidJdHPBwp31Cd7WttEudf|QmezF9s4Fm6tXkktNKXJQEfs7skNWTq7aUBupE29L7gbPh
+,123456789/293169,System_ANGM8,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmXJ4GxGyPaghQDj18XpkGj11ZqnArE7Q4BesTFivEULyx,LOD Laundromat,https://github.com/LOD-Laundromat,3952,System_ANGM8|System_ANGM8|System_ANGM8|System_ANGM8|System_ANGM8|System_ANGM8|System_ANGM8|System_ANGM8|System_ANGM8,Qmce9F6hqHtceVn7GytzdUX2QedVMsDr2equAAFVXk8322|QmRYdYrPPrxJgcwEFLDqskiD9xGDJrpgD4CNsdqQk3Xtsc|QmZGfkmPfMHDY2TWymFh9qgpgCAiAg5g7amnwy8i3gUv7c|QmUaP4GNuM9Bw6Qzt6RMkaHHfbMqJkU6BcVUvcqzh9WjFh|QmPCMvZTjh3E7MegrhgcktBbupt5qVUZR6K7dogM3DzYT6|QmUBaSUk9QbBj3TYiRSd4HvgseWcUqbuwbvjk1knqpsciR|QmWZLDo1fc5SkGdWqckfhSgpDAozqSvMfTggG87Z1eEHC1|QmdpDJcdqE3A9xxU4PFS76XKgBrLetJD8NBrRHZXqxmonX|QmQzHrHH5PejJ2naUkeWpn1gJ2caT386dmzrtvJiMjVMg7
+,123456789/293169,System_KHRI,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmX2edQRXYhmyYUj44WF9HbBDKurV73L2Yvtm97eBYojQm,LOD Laundromat,https://github.com/LOD-Laundromat,1776,System_KHRI|System_KHRI|System_KHRI|System_KHRI|System_KHRI|System_KHRI,QmagwZNYSXgxTYcEU4EYkENyDp8kJPoZpq5gKjx3zVVKsL|QmccWB3upqhFywdHaqjq7MxphkeCCwx27nMgpgJ7yt6YDB|QmY67TJE1f5oaiHnjW2ywhaDZRdn9RxSEMjX3EmdRLYzyY|Qmdp7cdKEJfFbxeHTGNTHCSWWxCNdsWLZYBfFVhbcNjsjW|QmSeQPrU1C97FZZmLCybq7NVeiwKbSRc2gTnkD9ivBvaPJ|Qmdyki9o5j9EmzWqM1MkSFT3sQraseRoLWFydBv5bhfXuQ
+,123456789/293169,System_QPFO3,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmfB9Kj8Hjfd4X3AnQ5txsVLyGVKhYZ4fU2TgPH7JknyFJ,LOD Laundromat,https://github.com/LOD-Laundromat,1992,System_QPFO3|System_QPFO3|System_QPFO3|System_QPFO3,QmXroBY8zZ5zjoay7V77DrDKGo1dZcVUQnQ1Y5jhojxYoQ|QmVQViQby3YsCa2mq94op9tWMv23HHBdtcG7u86cArcXwq|QmW3ERx1ppc6nAN9fc2p2RukC8qfVDLpS68Cu1ZbQxQLZZ|QmWrJSRC6Ts7RU2aVYFtLGPBddVLGry5ZLzD2U14we3PQb
+,123456789/293169,System_KUAO,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmRV4H4SadYhbL8HPWuuzwQscpVz3F9jsC996hoWKGR6H2,LOD Laundromat,https://github.com/LOD-Laundromat,1568,System_KUAO|System_KUAO,QmZr5joj71LqD74wBtnkRtMfvDoHcL1eMqcA6p5c997xdu|QmaASed5zjJcjPhWVDfs7fw1hd4iJuuckoVmyN6zofGiET
+,123456789/293169,System_KDPL,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmbjzT5qwjVYrZ3EGMYHyzVC1S4GFHUGKv6vC5jMSK8hmV,LOD Laundromat,https://github.com/LOD-Laundromat,4032,System_KDPL|System_KDPL|System_KDPL|System_KDPL|System_KDPL|System_KDPL|System_KDPL|System_KDPL|System_KDPL|System_KDPL|System_KDPL,QmeMT53dGidM1bUZj1noiVAkT53NTCedrfJeiKhMhQzxk2|QmcknBWUQpZ4CsrsRMbzoN5cQEo5CLvgaQYxDYqo46tqR5|QmfMFExDQeXztYnaBec6HytqhbpEztdt1Md5gm6WQTB2Hc|QmaytVAkuN61tL8Pq5tqXmnaAYv3nk1rVSbjdzYiXXpHtm|QmYQPzhLfFsmXwEEKV5PvgKop38m5P8RjHYpqAquwKgTLT|QmbaxLr33otJLK1yFWCxuxHZipvzjxhCuGdMurEznioDrb|QmTYM1SrWMX37mf2peWLSkgzHjLFEspKaypqdY46PeSqkD|QmQZgUi3FPuM2WMTLFEB4KvWWMAgt7QATH6ZSnNYRRi19b|QmT9DEctLD1FTTRwdPxGf3qC6j1L6MZCiN6bg5erNNx2s3|QmXYEkSooPFhWaBb1epD9Zp1n93ZXwLRof8GuSvCBzi6oH|Qme9G1qGwnBDSXMmNX5MvPmuvvkcSZoZNxMETAw3KBQKqz
+,123456789/293169,System_AR653,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmYtgqYvWXogumhqYsJmijE3W2D4nETTRX4qc6WBJCTo8Y,LOD Laundromat,https://github.com/LOD-Laundromat,6110,System_AR653|System_AR653|System_AR653|System_AR653|System_AR653|System_AR653,QmTVuUBehbmtYD8fBTmkuL5yzHAmZL5h11KwVoHNfRhhdV|Qmc6mG2ofMKPLN7JTtBeCExMpg1cpKXr6Dor97pR5sR3Ks|QmXbQ7Zn37rHwyTCk37m4VUxAFrCmVbB6RfFAq56ytCNn7|Qmd5XrBiBL3Mvbsyd2bRWbjgAPPRGmLSBQWTuBWnBwX8cF|QmVfhGMfWtSz1aS5SmL8PhU1UmXGBiUVWT66UV97oT2zSj|QmPm8S9SLHEmU5BkhgmqG7rC9wXrNsxLkthBDcpu48BjMt
+,123456789/293169,System_KHRL,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,Qmf9MxXZbuPK8s8PspYWjEWaj3KmRaL37pB2Z12h9h7MnV,LOD Laundromat,https://github.com/LOD-Laundromat,1850,System_KHRL,QmaZYfuvfRkRtNbCfhzmy7DjrFVjAoZvgWFZzVMhSCbvXR
+,123456789/293169,System_TS699,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmRN5SjM9cSc2AVM4GTLLjoPfVuMGrwSkqSWmo4n4CMjk3,LOD Laundromat,https://github.com/LOD-Laundromat,1909,System_TS699,QmNvBRdWMcqfE66qp2TTeL11yANZdmCQx9Efy9X6pbrBv6
+,123456789/293169,System_CQ040,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmV3AYe61yQHwXxjWvVmcfqYBC1LVbSK1i6T6oacewQtv5,LOD Laundromat,https://github.com/LOD-Laundromat,1344,System_CQ040|System_CQ040|System_CQ040|System_CQ040,QmWn4XXJ4sp219yaBW8aeSNWQ3uY96EcJ36CGGiEydcVr3|QmULwPBqMk6zQxDzWkMkM8U5tVDaobhNJNzHG39yXLHyLQ|QmNZnmnET2ZXNkfg2frFC31SBNcpfQPwt8ZNRTBnYBwP6D|QmSp5M8iY417p67yfRgj63b5SHyeYa7Do8RFaVxsViJsLx
+,123456789/293169,System_AP061,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmZ5NAisCmJJmtfEGZFjuAiyERsMZfi8JbNnPWWRxnug8a,LOD Laundromat,https://github.com/LOD-Laundromat,5376,System_AP061|System_AP061|System_AP061|System_AP061,QmP1hGU6zC4hqn9FDyDiK7qJzb2g7ZAqZKmSKszhvWqib6|QmRtKdSC5DoD3VHqhD6pvATyXvq8QmiTVfsY9PZdRCr58F|QmeofrfZykhcSJyVjfyhGuxDzmKBnBAV9b7LadVXKmSJvM|QmPxu4cPTU8EQDDWbnfSNFpWjHdRpFyrh1EGcwZqEDDgEt
+,123456789/293169,System_C7974,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmYrm6ov9BDMvWWU2wkvyAdZecfaY5gMAK7QyTxCUfcov5,LOD Laundromat,https://github.com/LOD-Laundromat,6175,System_C7974|System_C7974|System_C7974|System_C7974,QmU2mNAy1uYDzSZQNRkeeXXMjrf2CkAk7pZCWQz457fTdi|QmUNDnHkrgLxFgK7ia7p8CkxgQn7PZh5gD48LiT6vs21eD|QmYst6cGhVvqA9PahxC32FS8SxUeiGb47orpTkXKgFQqYM|QmQttTBKw888AofoUVDBDSzG8QzxDk46fpgGs4j5bPSgfR
+,123456789/293169,System_CWKO,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmeUo67DDkiy1vCvQHGdrDuLnyyFREYCK3mLM9zuaGjj4G,LOD Laundromat,https://github.com/LOD-Laundromat,1560,System_CWKO|System_CWKO|System_CWKO|System_CWKO|System_CWKO,QmNmbTrM9LX57frZssww9urZX7y8uEgb3nunjSvjdVXAg9|QmXpMPhF8gwF6CkFK7iqbaHcRGHg7higzFBV32zBTeSW4v|QmabcFBjftJEJNib2ZomLTqKYTcJ74TV67NuKdYXET7i1n|Qmf2E94JnDqYfQCGyLGXAnKWYBuGM6gQus4sASpyS6TuNJ|QmYHUPhwD9tzNxoPjKjE4yZVK2JWoRBz7HGWVwvZQNT4px
+,123456789/293169,System_KAIO,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,Qmbz86diwT2w3MezFHWApaACqwCsDKxb13X4NHRjG6LtfA,LOD Laundromat,https://github.com/LOD-Laundromat,1904,System_KAIO|System_KAIO|System_KAIO,QmSzcTbs35YkqbSEkCZZ37ne57Sarj5ewxkaeSSnMkmrT6|QmX6gRfTbRzU7v1488FtRewJVhytbHu2A2g53ifZCPys6Z|QmYfK2pN2xx9HN2vchGj4MKs88AzLziQMKwh7HfPWZkXeF
+,123456789/293169,System_TDRYD,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmbbmqULLZvn3yBB47JPRUzoMM9VVAiNtDUexAwhMFpnvV,LOD Laundromat,https://github.com/LOD-Laundromat,2408,System_TDRYD|System_TDRYD,QmRSQXjhXe2SgQeW6VocohjjXS92NpSdbnqWpKUZymCpiZ|QmVxR9KEng8oJe4uUCw4K6Fy8mjAEaRiN2f3br7P4Chdan
+,123456789/293169,System_QUPW1,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmS6BbmUY95qvcpnBgBZ7hGW62bdcZhxcvE48YH8tKdVws,LOD Laundromat,https://github.com/LOD-Laundromat,1080,System_QUPW1|System_QUPW1|System_QUPW1|System_QUPW1|System_QUPW1|System_QUPW1|System_QUPW1|System_QUPW1|System_QUPW1,QmWYWkPYz8fpNCVkAuLvQ7Y6T1sbimwqcUurVy3fDUG1rK|QmQ2qJfPmLz9eqjeU8tokMbydsmDpYkyPksShQWJrhk1uL|QmbWH4HQib6EbkeFMTouwvEvXWnhmJGegmdtqwpyKMTQij|QmT7PNZMFNYRjwsR1zj69PiwqJpqq7qtjrQ36zjrCTBzSd|QmUKw5H742yqLXMdzY48D1gvjgpYqLETtGJqGTW58VpVCM|QmavZ5LKPVwCEjvDWus1LsTPuZGE7Z16n5jwxzpoa7aPXK|QmUHhRj6hT36prz1xw5xfpmcHhcSWcqfyMjJb8aFwdw8H7|QmdFiCW83uiyNeHocT68nb2wZK2inbXsapnbC9kSk85yzY|QmcRF7Kqfg5Ef9Ha72JGf3mFVXho69kqXk4xQhJpM2aAiP
+,123456789/293169,System_KFAR,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmRb8nX9gHAz1dhxosYf7jA1yq1d5zvTwRddotef8LmERy,LOD Laundromat,https://github.com/LOD-Laundromat,2072,System_KFAR|System_KFAR|System_KFAR|System_KFAR|System_KFAR|System_KFAR,QmUoCNvK8BqQ75Li2hT1UrUtVn7Co97cohMhFZPnutz4aQ|QmSWzihHaNh8XMsSdN33dxVL62hohoknsMDKwuomex3N1p|QmVvy9RrS251FM5jXRwDq3fkNWPsPJpQut1YW8egDFb7D4|QmUkZcSVJL7x3Z9t74xcZYb5JG7tnHNYsCGJ94RaPhkbf4|QmYP4WXhCMTLb4sfRicub3Wfp8GbyJeSoYbjdZaNRhfG5U|QmTVnswmMYc62jattxQGwi9gPKUZ3aAtq7mAL1sJA6z3Fe
+,123456789/293169,System_DVB,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmQSnBRqgue7Ax7LBXzSY3DKNCLBJ623DrgFMSwpLwGE2K,LOD Laundromat,https://github.com/LOD-Laundromat,5376,System_DVB|System_DVB|System_DVB,QmekdbywfxXDEcsWGYi8wLArCmSjaNSwxiiB5XbqKWhvkN|QmRkF8ZRJQAAao14VA4PtoKNjjKC6iCT3hZ8Ly9YqHAMqa|QmWPepMD4fEK3GHpxr5cNNwLbeisq4UxMpAG7wKQtjTp3z
+,123456789/293169,System_LVTC1,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmWzPHDhXzHrYnARRNXygnM9aUn893MdJ5ePC6hLeRaQRu,LOD Laundromat,https://github.com/LOD-Laundromat,1080,System_LVTC1|System_LVTC1|System_LVTC1,QmcmdwgNNJxtYZFatGLvABWB7UiGcAQ9N3xvqPGgCAvWsM|Qmdy4keT3RdVhEqzWEJ3NpMJGeM11nFd2sA5asVMcchteM|QmRw8ECggefMdo36Q429P887VWoVfDmo9iBhVZrRD44sdj
+,123456789/293169,System_KCUL,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,Qme3U7jxrJFZQkyXwKTBJhPB8NRzFE9Bo9tnk2how3qxhV,LOD Laundromat,https://github.com/LOD-Laundromat,5328,System_KCUL|System_KCUL|System_KCUL|System_KCUL|System_KCUL|System_KCUL|System_KCUL,QmaoVTqJqkBL1bwmxJcWuXyyqxrywM924fDbBr7HXUJSc3|QmWrJundc6NVviTRNNf45z1ppUMLQfAvMqiwzU43bncuTE|QmZ4fygMBxuaPLDi2E3AzcNGXG3iGbabVGr8aFLtvc8hDv|QmcbyuQVUKL2k5iGmkbuvwe6AJD1NKTw7NNeVsQ2snaLAy|Qmd38cRb2FwQQr8T6NUrGAqvs9wLGLF7zQxs6WyNRGV82c|QmXPFWSfncxwu6wf86qe4EMMN2e3yDgA28QrkCosWa5ZF8|QmYSxwLYGRYiXDbjKg44vpzn6rBi5gbd5tkxBFbxj97Nrn
+,123456789/293169,System_BPPA3,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmS7ExboXNgbghXqRR8dDhEcqtyG68tupx9oZ6WvSqcsZs,LOD Laundromat,https://github.com/LOD-Laundromat,1056,System_BPPA3|System_BPPA3|System_BPPA3|System_BPPA3|System_BPPA3|System_BPPA3,QmVYAgKnuqAzP4xEC4H2tgbigybMHD1fiCssxTRoeLSpAu|QmbFGswJYCnT3LTEQ3gyrpKQatEDFVoFByMqekWxucMwuj|QmRM6ghqcMvCffQthBvpiRtAn2KJWxivJrpJYdvzKetSpG|QmfMLgtAdSDLmH9WE4UyAhrkipAyH7ACdrLsuJy1cdmMXb|QmbCsMxtoEhnZhqGTHjNyqbLuzCwQHY3Epar7YDtMnHZjg|QmbycvG2iY5VC5N7QxTYn2GDKrRVjz8S1jqFJXuQArZLeJ
+,123456789/293169,System_BLAU1,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmW8TEeP7aseStCzDqS3M3GvrxUK32TiQwyte2NiJ3Mxdr,LOD Laundromat,https://github.com/LOD-Laundromat,1560,System_BLAU1|System_BLAU1|System_BLAU1,QmcrNxchDxRtUb8dF2Pm9T2hDAvfneeWbsbDQAgrdw5F4u|QmVnEBCKnTRjbmoqYKSEC24jHFH7gexMxrdAtecTuVXRGB|QmPoNgH9p1Pu1SowE31sTMPEdAySqVhkaz2B9cqW9ksgzd
+,123456789/293169,System_A35,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmQaC1aBu8AKhnHhCidNhG7trnKCVbrRgBXgtvQDnfaZCf,LOD Laundromat,https://github.com/LOD-Laundromat,6956,System_A35|System_A35|System_A35|System_A35|System_A35|System_A35|System_A35|System_A35|System_A35,QmW9Ngb1Qath1hQkX2NojVjRLhyGw7RnKika56ux6LPzPZ|QmWAfj4Yak7K9K3P7ipALtX4YD4Tscv8R5fGrrmLiZ58Qb|QmbsfaT1KsLfHMTd4v1gGxENiWb2oJT7EgStwPYQr18pSd|QmRXLtu2uMwboeijFFH6tytKpTSHWihp5ZoPDbUPKtXiNy|QmSBPjRip7tnZTCZqVm4dRadwiTfaeMDjzrwVnJbCsMgzd|QmUy2UcHr2kvuPsQEsWGUpzYPV1RZcnNZkpFDWf3B2ds1p|QmTPUhyu6YWqrVMDfNAnn7EqwJZ7SKsEJeSAuukrjryCFF|QmbyC1Dy3qh72xGC1HFf2dZEPBKvyUxM91ZeBKEvU8KddG|QmcP6nJfsW8HUcnapXSaGKtEKh6VxyxuTH59cb87k9h21u
+,123456789/293169,System_KTNU,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmWrxFaLVm8WqEHafDoXmUURB66nkCx5xmxRTU6jsUk6Rn,LOD Laundromat,https://github.com/LOD-Laundromat,1950,System_KTNU|System_KTNU|System_KTNU,QmfAt3tuuMH87FmsfoJPUHK72VTppyJVcrQWy7vbVSbGzU|QmSidMAscpYLEncQgHvSy66nq3UQvwEMC1PtxGcCKGfepF|QmSSdovctp5j3SWEd9TckuPL4r5gjnALmioNUt7gts9z8j
+,123456789/293169,System_C6387,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmaXeTZK6WNiJXYfkXbyAYCn2QXpYWhqa8WEzaPJ4ELGGY,LOD Laundromat,https://github.com/LOD-Laundromat,4512,System_C6387|System_C6387,QmdkyZxQy128nrdQ6S1UjbCxV2XTtNg9vzmga4NV1e7k4z|QmXZ8rnxABxzQpMff5JNnPfRmJuRoTzKaQHfn7WRC9BodA
+,123456789/293169,System_CQ160,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmVtve57Tn3jW9xG6WEbkguy8Hz8Dmg2uepzeg8NJLcJdw,LOD Laundromat,https://github.com/LOD-Laundromat,1128,System_CQ160|System_CQ160|System_CQ160|System_CQ160|System_CQ160,QmWoxkwkJEjVZSKY4Pvtbo4cgsKm1xqw4Ff3AjZyM1KZt7|QmYzUcLghV3tqPcfpT7bmkwJfYasD1qQ8iEiTamrAFtVcQ|QmbuWFcvxWKCzrQWTjvRR6TL7z1zyAtek7C4zxTGrPBDMy|QmP2SYoUXYRBjvEeDhumWVn2ufo4kn6cTx7j1TSffmAY5W|QmWYfnMdtTHhoquX9PCCm2PwzmGzdLXYhwH4p9qvownvE7
+,123456789/293169,System_NHPC1,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmdjDMEUCLDGwGzUqCpcXUz8TDpPkDh3AYTeQUzzacT3Tb,LOD Laundromat,https://github.com/LOD-Laundromat,1411,System_NHPC1,QmQnuaoDtSsoBF1TLcACV84jEaroWGfeY4nGj6y6auwGuQ
+,123456789/293169,System_AP811,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmR2UErVErGUKvWikfHHY8zs974Xkv3oYm9hBXpMbFYXRY,LOD Laundromat,https://github.com/LOD-Laundromat,4512,System_AP811|System_AP811|System_AP811|System_AP811|System_AP811|System_AP811|System_AP811,QmRAezzvUaaguV5Pebr4fEtNgQFkSQ2i1pXkvmau21nKZu|Qma1uqTQAzC5Abn6aN8cggXzSNLjujA2cRSZW1wV45ZuG5|QmUPZJYr4ucjXT2rhgPryoM1Czs5yfTvuNCEN7oJDFP4Gt|QmZHdUJ11fdMyWV6CiNhUeUFGi9D2oLKNEohCBwPNpvSrz|Qmdgr5eH9vSvNnVe9dn5nBvDC9Srk6BRpXq2vUsNZpUHmx|QmSUe2WiSqqseKcUTC99XgnfggwpbbUXKqK2qvbLbTJ1vD|QmPdgCyMnywkoC1TV9zHXtcvJ3A9DrnoS4tqQtuzUmTWV7
+,123456789/293169,System_WLKNV,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,Qmdg22YHVEAddgtHyjDbksJJ7Y2QJQGnKdmVMBxkb9HkiS,LOD Laundromat,https://github.com/LOD-Laundromat,3136,System_WLKNV|System_WLKNV|System_WLKNV|System_WLKNV|System_WLKNV|System_WLKNV|System_WLKNV,QmfEaQfhNFcbKWsUwmdiu5nWTve3ebQav3LDnp8vUQDE41|QmXve2uTpHaddL9RkCWEmqSjPxmjGYGELwSy1D9aykFikG|Qmc2XtmH49biqVnm7ghQ1Dry4m6Xi3ZQU2FcFsTsQPuw9r|QmfGLCq8ikF3sfTxEK89MxDUPL1z9EQUBgdwMbraYPR57V|QmWrJBLJtZPE7ddZMeQsZAVCabhgh6uhQpX7prai7tiW5Y|QmdhQndqNdh8vmbkMZFDrNTAoFuaKq1qQ3QXvXaeY742Yk|QmVqgA2K9J45i18Jqec1vYA1A3ouodJskcXMjkGfBVgkoY
+,123456789/293169,System_C0133,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmYXDxLER861EnArvZ5dDpoxgF36Rw14nqHgNXype5iVc8,LOD Laundromat,https://github.com/LOD-Laundromat,6240,System_C0133|System_C0133|System_C0133|System_C0133,QmVFdWcFVWJ9W86aZStU96TbADAfpbtoZRzqCtqrNRsiQM|Qmd89ix7j4tGYmZVpVfDvALDqe89DvJeGFfue6NvPCAd6y|QmeDtR8nF54cGkaEnWzocnkiDEqCuBXB7H2Mcb8bGh2pUZ|QmY5VJk1qFjtDPDcztFYJcPDRWLvAUZtPDRjxp5GM9Hjb6
+,123456789/293169,System_KCTZ,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmdWR7HdZrhTgXTAa7CvNn8pPviUvrAG8nn7pdrNRnrojS,LOD Laundromat,https://github.com/LOD-Laundromat,4745,System_KCTZ|System_KCTZ|System_KCTZ|System_KCTZ|System_KCTZ|System_KCTZ|System_KCTZ,QmX7HmdsFQpD2j76YxVH1LJRT8HNikUhq8yB4CztezDAoP|QmU3dbEDb9sD8sUmF3m7HSdd3A5LbqqSn2qr9QtU3BwrdX|QmRxZoD5JjnzdYwyrZnXVcBcR4Q5J8MdUobKBKJFHwXVqs|QmWkJGiuj27wg1Gp7ok58h1x9YayxXcaq47V4e3iEMhAoS|QmPLPv9VHqDec6jxp7DapfBHqtxB2MeYGkZEqP9FKrKoQQ|QmdaGbWzoTHWnf1GqxcyFoJDyjPv5YGaRZfGdiY8aAPBGX|QmR3q8mFbKdjh4AvUAAai9gK8mw35kjcM595U5NSyJE7pj
+,123456789/293169,System_CI123,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmTzs91XQgfBndzrpHU8Eu27pJHtfFqvsdJrQfgwPNdF2k,LOD Laundromat,https://github.com/LOD-Laundromat,1560,System_CI123|System_CI123|System_CI123|System_CI123|System_CI123|System_CI123|System_CI123|System_CI123|System_CI123,QmeqyNGPXxbBiGD7pnv7riKPFj51WdWwXnQmK6avWzrm66|QmbbarUvwUccaKxiSd9asr82D1u8pCZ5jGKsqonwbq3KtG|Qme7Pne3XrotRJDiM9NNYUpexYwYTU5TSChWCRdhcEWzR5|QmR97AVvqge5SAt9bC7Xegru3XQDDFP9WBda5gcsYwRCmf|QmXo3X92Afj4qTr2aGwAEkKz6NvJzj59ByH7tEL42sJ6H4|QmYSwd88XyqReMNgLW51iPorxAzvjUdYpeDfiQaoPeqC2p|Qmf56SiWwr9MUTH2QeiioRGruC6E3VbVTj77tUJgepuD9w|QmPmDuNhj6ngC8MUWDrXvj77Uonbxa8NmG9JANENcbkTYR|QmYe48TE3VhvPkh9DxYGdw6E9TzvZDR8tHxcr3wk49VgBC
